frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
214, 0, 10.981, 0.98, 1, 0.22, 1.04, 0.45, 0.30, 0.36, 0.02, 0.02, 0.02, 0.21, 0.20, 0.07, 0.00, 0.48, 0.19, 0.19, 0.01, 0.70, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
215, 0, 11.043, 0.88, 1, 0.87, 2.39, 0.58, 0.21, 0.49, 0.00, 0.30, 0.05, 0.00, 0.10, 0.00, 0.00, 0.27, 0.32, 0.60, 0.37, 1.07, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
216, 0, 11.105, 0.82, 1, 2.45, 4.32, 0.62, 0.76, 0.68, 0.00, 0.17, 0.42, 0.06, 0.00, 0.00, 0.00, 0.04, 0.00, 0.68, 1.14, 0.97, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
217, 0, 11.154, 0.03, 0, 3.37, 4.08, 0.58, 1.51, 0.52, 0.00, 0.00, 0.64, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 1.26, 1.40, 0.84, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
218, 0, 11.507, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
219, 0, 11.542, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
220, 0, 11.655, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
221, 0, 11.749, 0.82, 1, 2.78, 3.83, 0.57, 3.34, 0.30, 0.00, 0.00, 1.20, 0.30, 0.24, 0.05, 0.00, 0.00, 0.00, 2.33, 0.00, 0.95, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
222, 0, 11.818, 0.82, 1, 2.60, 3.46, 0.26, 2.98, 0.34, 0.00, 0.19, 1.12, 0.33, 0.27, 0.11, 0.00, 0.00, 0.00, 2.27, 0.00, 1.27, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
223, 0, 11.866, 0.82, 1, 2.64, 3.84, 0.33, 3.23, 0.49, 0.00, 0.06, 1.04, 0.24, 0.17, 0.20, 0.00, 0.00, 0.00, 2.16, 0.00, 0.97, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
224, 0, 11.933, 0.82, 1, 2.36, 3.60, 0.33, 2.88, 0.39, 0.00, 0.07, 0.82, 0.16, 0.16, 0.00, 0.00, 0.00, 0.01, 1.78, 0.00, 1.69, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
225, 0, 11.970, 0.82, 1, 2.53, 3.79, 0.43, 3.12, 0.40, 0.00, 0.16, 0.80, 0.16, 0.11, 0.00, 0.00, 0.00, 0.00, 1.82, 0.00, 1.40, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
226, 0, 12.006, 0.82, 1, 2.66, 4.13, 0.91, 2.08, 0.32, 0.00, 0.00, 0.71, 0.07, 0.00, 0.00, 0.02, 0.00, 0.00, 1.84, 0.47, 1.34, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
227, 0, 12.060, 0.88, 1, 2.60, 4.13, 0.54, 2.04, 0.46, 0.00, 0.00, 0.60, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 1.51, 0.48, 1.55, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
228, 0, 12.113, 0.88, 1, 2.16, 3.39, 0.36, 1.64, 0.64, 0.01, 0.01, 0.76, 0.01, 0.11, 0.06, 0.00, 0.00, 0.14, 1.44, 0.69, 1.39, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
229, 0, 12.169, 0.88, 1, 2.08, 3.80, 0.00, 1.05, 0.56, 0.00, 0.15, 0.67, 0.00, 0.39, 0.19, 0.00, 0.01, 0.00, 0.80, 0.50, 1.58, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
230, 0, 12.208, 0.88, 1, 2.16, 3.88, 0.00, 0.75, 0.55, 0.00, 0.15, 0.63, 0.00, 0.60, 0.02, 0.00, 0.00, 0.00, 0.95, 0.50, 1.51, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
231, 0, 12.264, 0.88, 1, 2.39, 3.74, 0.13, 1.67, 0.54, 0.00, 0.02, 0.69, 0.01, 0.57, 0.20, 0.00, 0.25, 0.00, 1.10, 0.58, 1.57, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
232, 0, 12.337, 0.88, 1, 2.37, 3.91, 0.81, 1.62, 0.76, 0.00, 0.35, 0.51, 0.14, 0.06, 0.00, 0.00, 0.21, 0.00, 0.99, 0.62, 1.52, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
233, 0, 12.425, 0.82, 1, 2.25, 3.63, 0.34, 1.15, 0.93, 0.00, 0.00, 0.69, 0.00, 0.66, 0.00, 0.00, 0.64, 0.00, 0.66, 0.42, 1.14, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
234, 0, 12.458, 0.77, 1, 1.88, 3.49, 0.33, 0.57, 1.04, 0.26, 0.15, 0.93, 0.13, 0.78, 0.00, 0.00, 0.96, 0.00, 0.38, 0.75, 0.87, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
235, 0, 12.500, 0.77, 1, 2.17, 3.50, 0.67, 0.47, 1.08, 0.13, 0.00, 0.81, 0.29, 0.37, 0.00, 0.00, 0.97, 0.00, 0.69, 1.08, 1.13, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0
236, 0, 12.556, 0.77, 1, 2.12, 3.70, 0.94, 0.84, 0.96, 0.52, 0.00, 0.91, 0.44, 0.28, 0.00, 0.00, 1.07, 0.00, 0.61, 1.34, 1.13, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0
237, 0, 12.610, 0.82, 1, 1.84, 4.24, 0.68, 0.84, 1.09, 0.54, 0.00, 0.87, 0.43, 0.08, 0.00, 0.00, 1.27, 0.00, 0.60, 1.18, 1.17, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
238, 0, 12.695, 0.82, 1, 2.05, 4.12, 0.97, 0.73, 0.93, 0.99, 0.00, 0.90, 0.45, 0.00, 0.00, 0.00, 1.20, 0.00, 0.81, 1.24, 1.44, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0
239, 0, 12.753, 0.82, 1, 1.79, 4.03, 1.17, 0.41, 1.03, 0.69, 0.00, 0.94, 0.46, 0.14, 0.00, 0.00, 1.26, 0.00, 0.73, 1.31, 1.59, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
240, 0, 12.801, 0.82, 1, 2.09, 4.25, 1.01, 0.68, 0.89, 0.65, 0.00, 0.83, 0.35, 0.00, 0.00, 0.00, 1.37, 0.00, 1.00, 1.31, 1.75, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
241, 0, 12.854, 0.82, 1, 2.00, 4.40, 1.22, 0.89, 0.85, 0.54, 0.00, 0.96, 0.34, 0.00, 0.00, 0.00, 1.12, 0.02, 1.06, 1.18, 1.86, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
242, 0, 12.955, 0.82, 1, 2.28, 4.70, 1.13, 0.78, 0.71, 0.30, 0.00, 0.89, 0.17, 0.00, 0.00, 0.00, 1.06, 0.00, 1.19, 1.06, 1.90, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
243, 0, 13.022, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
244, 0, 13.126, 0.82, 1, 2.17, 4.56, 1.09, 1.19, 0.62, 0.49, 0.00, 0.64, 0.30, 0.00, 0.00, 0.00, 1.13, 0.00, 1.08, 1.43, 2.39, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
245, 0, 13.219, 0.82, 1, 2.00, 4.42, 1.17, 1.33, 0.78, 0.59, 0.00, 0.97, 0.31, 0.00, 0.00, 0.00, 1.27, 0.00, 1.21, 1.27, 2.28, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
246, 0, 13.283, 0.82, 1, 2.22, 4.56, 1.25, 1.32, 0.78, 0.53, 0.00, 0.95, 0.32, 0.00, 0.00, 0.18, 1.36, 0.00, 1.25, 1.17, 2.50, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
247, 0, 13.339, 0.82, 1, 1.88, 4.30, 1.19, 1.31, 0.60, 0.33, 0.00, 0.94, 0.12, 0.00, 0.00, 0.00, 1.36, 0.00, 1.61, 1.29, 2.05, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
248, 0, 13.417, 0.82, 1, 1.97, 4.38, 1.07, 1.16, 0.67, 0.46, 0.00, 1.18, 0.24, 0.03, 0.00, 0.25, 0.72, 0.00, 1.19, 1.15, 2.43, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
249, 0, 13.528, 0.82, 1, 2.15, 4.64, 1.14, 1.43, 0.67, 0.43, 0.00, 0.84, 0.09, 0.00, 0.00, 0.03, 0.89, 0.01, 1.39, 1.14, 2.29, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
250, 0, 13.698, 0.82, 1, 1.97, 4.42, 1.31, 1.15, 0.65, 0.35, 0.00, 0.89, 0.09, 0.00, 0.00, 0.00, 0.82, 0.03, 1.47, 1.14, 2.24, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
251, 0, 13.810, 0.82, 1, 2.04, 4.27, 1.32, 1.09, 0.75, 0.64, 0.00, 0.95, 0.10, 0.01, 0.00, 0.16, 1.12, 0.05, 1.42, 1.28, 1.96, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
252, 0, 13.897, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
253, 0, 13.996, 0.82, 1, 2.22, 4.37, 1.00, 1.12, 0.60, 0.66, 0.00, 0.81, 0.24, 0.00, 0.19, 0.38, 0.93, 0.19, 1.35, 0.97, 2.19, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
254, 0, 14.086, 0.82, 1, 1.82, 4.09, 0.98, 1.07, 0.62, 0.56, 0.00, 0.99, 0.13, 0.00, 0.03, 0.26, 0.95, 0.25, 1.23, 1.06, 2.19, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
255, 0, 14.162, 0.82, 1, 1.79, 4.10, 1.16, 1.59, 0.76, 0.71, 0.00, 0.87, 0.12, 0.24, 0.00, 0.12, 0.78, 0.23, 1.20, 1.12, 2.17, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
256, 0, 14.236, 0.77, 1, 1.86, 4.33, 1.33, 1.47, 0.88, 0.42, 0.00, 1.12, 0.15, 0.07, 0.12, 0.37, 1.00, 0.17, 1.15, 1.00, 2.02, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
257, 0, 14.362, 0.82, 1, 1.68, 3.96, 1.01, 1.36, 0.69, 0.19, 0.02, 0.82, 0.16, 0.00, 0.03, 0.10, 0.69, 0.06, 1.28, 1.33, 2.19, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
258, 0, 14.465, 0.77, 1, 2.25, 4.59, 1.16, 1.70, 0.58, 0.00, 0.04, 1.16, 0.11, 0.00, 0.00, 0.20, 0.52, 0.18, 1.53, 1.27, 2.02, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
259, 0, 14.572, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
260, 0, 14.700, 0.82, 1, 2.26, 4.40, 0.94, 1.02, 0.51, 0.00, 0.00, 0.93, 0.26, 0.17, 0.19, 0.12, 0.54, 0.03, 1.16, 1.05, 2.09, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
261, 0, 14.772, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
262, 0, 14.848, 0.82, 1, 2.26, 4.43, 1.16, 1.14, 0.58, 0.35, 0.00, 0.89, 0.29, 0.15, 0.04, 0.22, 0.37, 0.17, 1.26, 1.47, 2.29, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
263, 0, 14.940, 0.82, 1, 1.86, 4.20, 1.15, 1.16, 0.59, 0.01, 0.00, 0.95, 0.34, 0.00, 0.43, 0.64, 0.81, 0.38, 1.13, 1.03, 2.18, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
264, 0, 15.007, 0.82, 1, 1.88, 4.06, 1.34, 1.29, 0.68, 0.40, 0.00, 1.16, 0.23, 0.15, 0.19, 0.22, 0.73, 0.18, 1.04, 1.03, 2.07, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
265, 0, 15.063, 0.82, 1, 1.88, 4.09, 1.11, 1.28, 0.67, 0.42, 0.00, 1.05, 0.32, 0.00, 0.33, 0.34, 0.58, 0.22, 0.90, 1.43, 1.84, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
266, 0, 15.121, 0.82, 1, 1.70, 4.06, 1.08, 1.14, 0.65, 0.00, 0.00, 1.05, 0.23, 0.40, 0.26, 0.16, 0.83, 0.19, 1.45, 1.18, 1.90, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
267, 0, 15.180, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
268, 0, 15.284, 0.82, 1, 2.05, 4.35, 0.94, 1.39, 0.61, 0.21, 0.01, 0.85, 0.23, 0.24, 0.13, 0.10, 0.21, 0.20, 1.31, 1.30, 2.38, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
269, 0, 15.385, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
270, 0, 15.464, 0.82, 1, 2.41, 4.40, 1.16, 0.95, 0.66, 0.00, 0.00, 0.91, 0.25, 0.20, 0.13, 0.31, 0.38, 0.34, 1.30, 1.40, 2.40, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
271, 0, 15.570, 0.82, 1, 2.04, 4.34, 1.19, 0.89, 0.70, 0.23, 0.00, 1.12, 0.35, 0.23, 0.32, 0.57, 0.44, 0.39, 1.12, 1.13, 2.10, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
272, 0, 15.642, 0.82, 1, 2.11, 4.29, 1.35, 1.05, 0.73, 0.36, 0.06, 0.95, 0.30, 0.16, 0.04, 0.00, 0.39, 0.24, 1.32, 1.15, 2.01, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
273, 0, 15.732, 0.82, 1, 2.01, 4.40, 1.15, 0.55, 0.65, 0.24, 0.00, 0.88, 0.33, 0.00, 0.09, 0.12, 0.45, 0.24, 1.25, 1.27, 1.96, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
274, 0, 15.819, 0.82, 1, 2.13, 4.38, 1.12, 1.13, 0.58, 0.20, 0.00, 0.98, 0.26, 0.25, 0.21, 0.18, 0.26, 0.20, 0.98, 0.98, 2.34, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
275, 0, 15.909, 0.82, 1, 2.14, 4.64, 1.06, 1.34, 0.64, 0.20, 0.00, 1.21, 0.15, 0.00, 0.29, 0.14, 0.28, 0.23, 0.88, 1.22, 2.21, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
276, 0, 15.978, 0.82, 1, 2.17, 4.65, 1.31, 1.38, 0.78, 0.73, 0.00, 1.06, 0.18, 0.29, 0.09, 0.06, 0.73, 0.17, 1.13, 1.19, 2.16, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
277, 0, 16.021, 0.82, 1, 2.17, 4.48, 1.33, 1.22, 0.70, 0.77, 0.03, 0.99, 0.07, 0.16, 0.00, 0.17, 0.40, 0.17, 1.13, 1.24, 2.04, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
278, 0, 16.087, 0.82, 1, 2.08, 4.48, 1.43, 1.23, 0.75, 0.13, 0.16, 1.06, 0.13, 0.23, 0.00, 0.09, 0.77, 0.20, 1.43, 1.35, 2.20, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0
279, 0, 16.178, 0.82, 1, 2.14, 4.55, 1.34, 1.79, 0.55, 0.04, 0.14, 0.92, 0.06, 0.21, 0.00, 0.09, 0.68, 0.26, 1.44, 1.11, 1.84, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
280, 0, 16.241, 0.82, 1, 1.84, 4.14, 1.41, 1.18, 0.63, 0.24, 0.14, 0.79, 0.03, 0.15, 0.04, 0.19, 0.47, 0.21, 1.06, 0.86, 1.80, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
281, 0, 16.300, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
282, 0, 16.378, 0.73, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
283, 0, 16.446, 0.82, 1, 2.45, 4.46, 1.31, 1.46, 0.26, 0.00, 0.02, 0.94, 0.08, 0.57, 0.26, 0.26, 0.50, 0.31, 1.01, 1.14, 1.84, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
284, 0, 16.517, 0.82, 1, 2.50, 3.00, 1.08, 2.65, 0.00, 0.00, 0.05, 0.68, 0.03, 0.85, 0.02, 0.55, 0.28, 0.27, 1.14, 0.59, 1.38, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
