frame; face_id; timestamp; confidence; success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;emotion
109;0;5.488;0.88;1;0.43;0.16;0;0.02;0;0;0;0;0.32;0.21;0.07;1.1;0.04;0.57;0.15;0.64;0.05;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
110;0;5.568;0.88;1;0.47;0.21;0.02;0.01;0;0;0;0;0.34;0.14;0.07;0.99;0.04;0.51;0.08;0.51;0.05;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
111;0;5.635;0.88;1;0.58;0.19;0.02;0.01;0;0;0;0;0.45;0.13;0.07;0.91;0.04;0.46;0;0.46;0.05;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
112;0;5.696;0.88;1;0.41;0.16;0.02;0;0;0;0;0;0.51;0.16;0;0.8;0.05;0.43;0;0.6;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
113;0;5.76;0.88;1;0.43;0.03;0.03;0.07;0;0;0;0;0.5;0.1;0;0.81;0.05;0.42;0;0.58;0.05;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
114;0;5.825;0.88;1;0.42;0.07;0.03;0.08;0;0;0;0;0.46;0.07;0;0.79;0.05;0.43;0;0.45;0.05;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
115;0;5.885;0.88;1;0.42;0.14;0.03;0.08;0;0;0;0;0.44;0.08;0.01;0.88;0.04;0.43;0;0.44;0.05;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
116;0;5.918;0.88;1;0.32;0.21;0;0;0;0;0;0;0.49;0.08;0.01;0.92;0;0.41;0;0.53;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
117;0;5.955;0.88;1;0.16;0.17;0;0.2;0;0;0;0;0.56;0.08;0.01;0.97;0;0.42;0;0.65;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
118;0;6.034;0.88;1;0.19;0.15;0;0.32;0;0;0;0;0.55;0.08;0;0.99;0.07;0.44;0;0.51;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
119;0;6.1;0.88;1;0.14;0.05;0;0.32;0;0;0;0;0.46;0.08;0;0.98;0.13;0.47;0.02;0.5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
120;0;6.157;0.88;1;0.15;0.05;0;0.12;0;0;0;0;0.37;0.08;0;0.95;0.16;0.49;0.02;0.41;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
121;0;6.192;0.88;1;0.11;0;0;0;0;0;0;0;0.39;0;0;0.93;0.13;0.48;0.02;0.45;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
122;0;6.223;0.88;1;0.06;0;0;0;0;0;0;0;0.39;0;0;1.04;0.07;0.53;0;0.5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
123;0;6.288;0.98;1;0.02;0;0;0;0;0;0;0;0.35;0;0;1.15;0.03;0.57;0;0.58;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
124;0;6.347;0.98;1;0;0;0;0;0;0;0;0;0.3;0.01;0.05;1.25;0;0.55;0;0.63;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
125;0;6.383;0.98;1;0;0;0;0;0;0;0;0;0.33;0.06;0.08;1.25;0;0.44;0;0.59;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
126;0;6.415;0.98;1;0.02;0;0;0;0;0;0;0;0.38;0.06;0.08;1.15;0.07;0.37;0.05;0.59;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
127;0;6.498;0.98;1;0.1;0.05;0.01;0.05;0;0;0;0;0.38;0.05;0.03;1.11;0.07;0.35;0.05;0.63;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
128;0;6.569;0.98;1;0.1;0.05;0.01;0.1;0;0;0;0;0.35;0;0;1.17;0.07;0.36;0.07;0.74;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
129;0;6.623;0.98;1;0.08;0.12;0.01;0.18;0;0;0;0;0.31;0;0;1.28;0;0.34;0.06;0.82;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
130;0;6.66;0.98;1;0;0.07;0;0.12;0;0;0;0;0.33;0;0;1.24;0;0.35;0.12;0.94;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
131;0;6.689;0.98;1;0;0.07;0;0.08;0;0;0;0;0.36;0;0;1.17;0.08;0.32;0.16;0.84;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
132;0;6.753;0.98;1;0;0;0.01;0.06;0;0;0;0;0.39;0;0;1.02;0.09;0.33;0.18;0.75;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
133;0;6.82;0.98;1;0;0;0.07;0.06;0;0;0;0;0.35;0;0;1.03;0.12;0.33;0.14;0.66;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
134;0;6.881;0.98;1;0.01;0;0.12;0.06;0;0;0;0;0.3;0;0;1.02;0.06;0.38;0.09;0.74;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
135;0;6.942;0.98;1;0.01;0;0.15;0.04;0;0;0;0;0.26;0;0;1.11;0.05;0.43;0.09;0.89;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
136;0;6.977;0.98;1;0.01;0;0.09;0.08;0;0;0;0;0.26;0;0.03;1.12;0.09;0.45;0.11;0.88;0.05;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
137;0;7.023;0.98;1;0;0;0.04;0.11;0;0;0;0;0.26;0;0.09;1.06;0.14;0.43;0.11;0.78;0.05;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
138;0;7.058;0.98;1;0.02;0;0;0.07;0;0;0;0;0.28;0;0.1;1.08;0.15;0.37;0.13;0.68;0.05;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
139;0;7.088;0.98;1;0.14;0;0.04;0.03;0;0;0;0;0.3;0;0.07;1.03;0.08;0.28;0.2;0.68;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
140;0;7.151;0.98;1;0.3;0.01;0.05;0;0;0;0;0;0.29;0.03;0.01;0.97;0.01;0.24;0.27;0.71;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
141;0;7.199;0.88;1;0.45;0.02;0.05;0.11;0;0;0;0;0.21;0.03;0.03;0.84;0;0.14;0.34;0.61;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
142;0;7.234;0.93;1;0.43;0.02;0.02;0.11;0;0;0;0;0.14;0.03;0.12;0.76;0;0.12;0.28;0.43;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
143;0;7.278;0.88;1;0.38;0.02;0;0.11;0;0;0;0;0.09;0;0.24;0.71;0.01;0.13;0.27;0.29;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Surprise
144;0;7.322;0.88;1;0.44;0.04;0;0;0;0;0;0;0.09;0;0.26;0.67;0.05;0.13;0.19;0.32;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
145;0;7.353;0.88;1;0.56;0.04;0;0.04;0;0;0;0;0.08;0;0.17;0.67;0.1;0.09;0.22;0.5;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
146;0;7.425;0.98;1;0.65;0.03;0;0.11;0;0;0;0;0.06;0;0.07;0.68;0.16;0;0.29;0.62;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
147;0;7.469;0.93;1;0.56;0;0;0.11;0;0;0;0;0.02;0;0.08;0.76;0.12;0.05;0.24;0.58;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
148;0;7.516;0.93;1;0.52;0;0.01;0.15;0;0;0;0;0;0;0.08;0.66;0.08;0.06;0.27;0.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
149;0;7.55;0.98;1;0.52;0;0.04;0.13;0;0;0;0;0.02;0;0.08;0.63;0.01;0.1;0.24;0.47;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
150;0;7.585;0.93;1;0.48;0;0.07;0.13;0;0;0;0;0.03;0;0.19;0.57;0.04;0.06;0.29;0.44;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
151;0;7.616;0.88;1;0.32;0;0.06;0.04;0;0;0;0;0.11;0;0.19;0.71;0.04;0.09;0.2;0.59;0.05;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
152;0;7.68;0.93;1;0.12;0;0.03;0;0;0;0;0;0.18;0;0.19;0.78;0.04;0.11;0.16;0.75;0.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
153;0;7.737;0.88;1;0.11;0;0;0;0;0;0;0;0.24;0;0.1;0.73;0.02;0.15;0.15;0.86;0.12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
154;0;7.772;0.93;1;0.1;0;0;0.05;0;0;0;0;0.2;0;0.16;0.64;0.02;0.11;0.24;0.82;0.08;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
155;0;7.807;0.93;1;0.1;0;0;0.05;0;0;0;0;0.17;0;0.14;0.61;0.02;0.06;0.28;0.75;0.01;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
156;0;7.838;0.93;1;0.02;0;0.07;0.05;0;0;0;0;0.1;0;0.08;0.53;0.06;0.03;0.31;0.72;0.01;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
157;0;7.887;0.93;1;0.02;0;0.14;0;0;0;0;0;0.06;0;0.04;0.45;0.12;0.05;0.3;0.64;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
158;0;7.921;0.93;1;0.03;0;0.18;0;0;0;0;0;0;0;0.03;0.33;0.12;0.05;0.32;0.58;0.13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
159;0;7.953;0.93;1;0.09;0;0.2;0.01;0;0;0;0;0;0;0.03;0.32;0.08;0.02;0.36;0.52;0.28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Surprise
160;0;8.016;0.93;1;0.1;0;0.21;0.12;0;0;0;0;0;0;0;0.19;0.03;0.02;0.42;0.53;0.36;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;Surprise
161;0;8.079;0.93;1;0.13;0;0.22;0.14;0;0;0;0;0;0;0.07;0.13;0.03;0.02;0.46;0.55;0.39;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;Surprise
162;0;8.142;0.93;1;0.12;0;0.19;0.14;0;0;0;0;0;0;0.16;0.1;0;0.02;0.61;0.64;0.36;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;Surprise
163;0;8.171;0.93;1;0.23;0;0.23;0.03;0;0;0;0;0;0;0.22;0.1;0.18;0;0.73;0.55;0.29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;Surprise
164;0;8.207;0.93;1;0.35;0;0.25;0.01;0;0;0;0;0.01;0;0.22;0.06;0.32;0;0.9;0.43;0.14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;Surprise
165;0;8.263;0.93;1;0.34;0;0.19;0.11;0;0;0;0;0.07;0;0.13;0.02;0.32;0;0.83;0.35;0.18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;Surprise
166;0;8.301;0.93;1;0.24;0;0.08;0.11;0;0;0;0;0.13;0;0.11;0.02;0.23;0;0.77;0.22;0.27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Surprise
167;0;8.335;0.93;1;0.09;0;0;0.11;0;0;0;0;0.19;0;0.09;0.02;0.17;0;0.7;0.12;0.33;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Surprise
168;0;8.373;0.93;1;0.05;0;0.07;0;0;0;0;0;0.22;0;0.11;0.05;0.18;0;0.71;0;0.17;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Surprise
169;0;8.418;0.93;1;0;0;0.11;0;0;0;0;0;0.26;0;0.07;0.1;0.12;0;0.7;0;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
170;0;8.449;0.93;1;0;0;0.11;0;0;0;0;0;0.27;0;0.05;0.16;0.04;0;0.78;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
171;0;8.479;0.93;1;0;0;0.06;0;0;0;0;0;0.29;0;0.05;0.16;0.03;0;0.86;0.2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
172;0;8.516;0.93;1;0;0;0.02;0;0;0;0;0;0.26;0;0.15;0.2;0.08;0;0.88;0.23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
173;0;8.544;0.88;1;0;0;0.02;0;0;0;0;0;0.27;0;0.12;0.2;0.08;0;0.83;0.11;0.09;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
174;0;8.608;0.93;1;0;0;0;0;0;0;0;0;0.3;0;0.12;0.2;0.08;0;0.83;0.02;0.15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
175;0;8.662;0.93;1;0.04;0;0.04;0;0;0;0;0;0.32;0;0.03;0.15;0;0;0.85;0;0.15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
176;0;8.697;0.88;1;0.04;0;0.04;0;0;0;0;0;0.32;0;0.09;0.14;0.05;0;0.89;0;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
177;0;8.736;0.88;1;0.04;0;0.04;0;0;0;0.02;0;0.28;0;0.07;0.12;0.16;0;1.01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
178;0;8.8;0.88;1;0;0;0;0;0;0;0.05;0;0.26;0;0.06;0.09;0.27;0;1.19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
179;0;8.858;0.88;1;0;0;0;0;0;0;0.05;0;0.23;0.03;0.1;0.05;0.28;0;1.14;0;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
180;0;8.895;0.88;1;0.05;0;0;0;0;0;0.07;0;0.22;0.04;0.11;0.12;0.29;0;0.99;0;0.07;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
181;0;8.942;0.88;1;0.09;0;0;0;0;0;0.07;0;0.2;0.08;0.15;0.23;0.33;0;0.81;0;0.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Surprise
182;0;8.973;0.88;1;0.09;0;0;0;0;0;0.1;0;0.18;0.12;0.15;0.23;0.39;0;0.87;0;0.07;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
183;0;9.007;0.88;1;0.09;0;0;0;0;0;0.13;0;0.17;0.1;0.27;0.12;0.31;0;0.87;0;0.03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
184;0;9.072;0.88;1;0.09;0;0;0;0;0;0.16;0;0.17;0.06;0.32;0.04;0.23;0;0.89;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
185;0;9.101;0.88;1;0.09;0;0;0;0;0;0.22;0;0.11;0.1;0.34;0.09;0.2;0;0.88;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
186;0;9.138;0.88;1;0.05;0;0;0;0;0;0.21;0;0.09;0.1;0.33;0.12;0.16;0;0.94;0;0.02;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
187;0;9.198;0.88;1;0;0;0;0;0;0;0.22;0;0.07;0.12;0.37;0.13;0.1;0;0.99;0;0.02;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
188;0;9.227;0.88;1;0;0;0;0;0;0;0.17;0;0.12;0.07;0.26;0.13;0.01;0;0.9;0;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
189;0;9.262;0.88;1;0;0;0;0;0;0;0.18;0;0.13;0.09;0.17;0.13;0.01;0;0.82;0;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
190;0;9.299;0.88;1;0;0;0;0;0;0;0.18;0;0.14;0.06;0.12;0.1;0.09;0;0.8;0;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
191;0;9.343;0.88;1;0;0;0;0;0;0;0.19;0;0.13;0.02;0.2;0.04;0.15;0;0.9;0;0.04;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
192;0;9.373;0.88;1;0;0;0;0;0;0;0.15;0;0.08;0;0.22;0.04;0.26;0;0.97;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
193;0;9.406;0.88;1;0;0;0;0;0;0;0.09;0;0.05;0;0.19;0.09;0.29;0;0.98;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
194;0;9.435;0.88;1;0;0;0;0;0;0;0.11;0;0.01;0.02;0.13;0.09;0.25;0;0.98;0;0.06;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
195;0;9.472;0.88;1;0;0;0;0;0;0;0.19;0;0.02;0.03;0.08;0.06;0.2;0;0.97;0;0.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
196;0;9.505;0.88;1;0;0;0;0;0;0;0.25;0;0.05;0.07;0.16;0.09;0.08;0;0.95;0;0.11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
197;0;9.534;0.88;1;0;0;0;0;0;0;0.2;0;0.06;0.15;0.23;0.09;0.06;0;0.93;0;0.27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
198;0;9.6;0.88;1;0.09;0;0;0;0;0;0.24;0;0.1;0.23;0.25;0.12;0.03;0;0.95;0;0.35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
199;0;9.667;0.88;1;0.21;0;0;0;0;0;0.24;0;0.08;0.22;0.16;0.1;0.06;0;1.01;0;0.35;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
200;0;9.73;0.88;1;0.29;0;0;0;0;0;0.25;0;0.07;0.11;0.15;0.16;0.09;0;1.04;0;0.16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surprise
1;0;0.376;0.93;1;0;0;3.36;0;0;1.08;0;0;0;0.04;0;0.2;0;0.44;0;0.68;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
2;0;0.514;0.98;1;0.03;0;3.23;0;0;0.57;0;0;0;0.02;0;0.36;0;0.29;0.01;0.57;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Disgust
3;0;0.574;0.98;1;0.04;0.06;3.2;0;0;0.49;0;0;0;0.02;0;0.35;0;0.17;0.01;0.47;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
4;0;0.616;0.98;1;0.04;0.06;3.18;0;0;0.51;0;0;0;0.02;0;0.26;0;0.19;0;0.47;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
5;0;0.665;0.98;1;0.06;0.09;3.24;0;0;0.57;0;0;0;0.01;0;0.18;0;0.17;0;0.48;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
6;0;0.717;0.98;1;0.12;0.06;3.24;0;0;0.41;0;0;0;0;0;0.19;0;0.23;0;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
7;0;0.763;0.98;1;0.19;0.06;3.29;0;0;0.57;0;0;0;0.06;0;0.24;0;0.2;0;0.51;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
8;0;0.795;0.98;1;0.16;0.03;3.35;0;0;0.68;0;0;0;0.06;0;0.18;0;0.2;0;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
9;0;0.845;0.98;1;0.13;0;3.35;0;0;0.86;0;0;0;0.06;0;0.15;0;0.19;0;0.51;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
10;0;0.909;0.98;1;0.06;0;3.4;0;0;0.7;0;0;0;0;0;0.16;0;0.16;0.02;0.52;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
11;0;0.943;0.98;1;0.12;0.09;3.34;0;0;0.59;0;0;0;0;0;0.27;0;0.11;0.09;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
12;0;0.987;0.98;1;0.17;0.16;3.32;0;0;0.4;0;0;0;0;0;0.33;0;0.07;0.2;0.52;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
13;0;1.021;0.98;1;0.22;0.16;3.27;0;0;0.37;0;0;0;0.05;0;0.33;0;0.1;0.26;0.49;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
14;0;1.052;0.98;1;0.18;0.07;3.29;0;0;0.27;0;0;0;0.09;0;0.34;0;0.11;0.2;0.48;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
15;0;1.117;0.98;1;0.15;0;3.37;0;0;0.4;0;0;0;0.16;0;0.32;0;0.13;0.17;0.55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
16;0;1.183;0.98;1;0.19;0.08;3.42;0;0;0.35;0;0;0;0.12;0;0.26;0;0.08;0.22;0.52;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
17;0;1.243;0.98;1;0.23;0.14;3.5;0;0;0.37;0;0;0;0.08;0;0.24;0;0.04;0.3;0.51;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
18;0;1.272;0.98;1;0.32;0.3;3.37;0;0;0.3;0;0;0;0.1;0;0.23;0;0;0.33;0.51;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
19;0;1.308;0.98;1;0.37;0.4;3.21;0;0;0.38;0;0;0;0.2;0;0.24;0.01;0;0.3;0.64;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
20;0;1.345;0.98;1;0.39;0.37;3.17;0;0;0.47;0;0;0;0.22;0;0.22;0.01;0;0.21;0.63;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
21;0;1.389;0.98;1;0.35;0.22;3.28;0;0;0.53;0;0;0;0.16;0;0.27;0.01;0.01;0.1;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
22;0;1.426;0.98;1;0.25;0.08;3.39;0;0;0.66;0;0;0;0.11;0;0.3;0;0.04;0.01;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
23;0;1.466;0.98;1;0.27;0.1;3.36;0;0;0.72;0;0;0;0.13;0;0.28;0;0.04;0.01;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
24;0;1.517;0.98;1;0.28;0.09;3.26;0;0;0.68;0;0;0;0.14;0;0.21;0;0.04;0.01;0.59;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
25;0;1.558;0.98;1;0.27;0.06;3.27;0;0;0.51;0;0;0;0.1;0;0.17;0;0;0.07;0.63;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
26;0;1.593;0.98;1;0.23;0.01;3.3;0;0;0.44;0;0;0;0.11;0;0.12;0;0;0.21;0.54;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
27;0;1.643;0.98;1;0.27;0;3.33;0;0;0.33;0;0;0;0.11;0;0.08;0;0;0.35;0.49;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
28;0;1.675;0.98;1;0.3;0.06;3.22;0;0;0.3;0;0;0;0.1;0;0;0;0;0.32;0.33;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
29;0;1.712;0.98;1;0.27;0.15;3.15;0;0;0.43;0;0;0;0.07;0;0;0;0;0.17;0.44;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
30;0;1.771;0.98;1;0.16;0.23;3.11;0;0;0.64;0;0;0;0.03;0;0;0;0;0.03;0.53;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
31;0;1.802;0.98;1;0.14;0.19;3.08;0;0;0.59;0;0;0;0.08;0;0.02;0;0;0.06;0.62;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
32;0;1.85;0.98;1;0.09;0.11;3.04;0;0;0.32;0;0;0;0.14;0;0.04;0;0;0.15;0.57;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
33;0;1.889;0.98;1;0.12;0.13;3.06;0;0;0.18;0;0;0;0.16;0;0.05;0;0;0.28;0.46;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
34;0;1.948;0.98;1;0.09;0.13;3.09;0;0;0.43;0;0;0;0.07;0;0.07;0;0;0.26;0.42;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
35;0;1.985;0.98;1;0.18;0.21;3.17;0;0;0.6;0;0;0;0.1;0;0.15;0;0.01;0.18;0.47;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
36;0;2.042;0.98;1;0.21;0.2;3.18;0;0;0.65;0;0;0;0.13;0;0.24;0;0.03;0.08;0.55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
37;0;2.079;0.98;1;0.28;0.26;3.24;0;0;0.52;0;0;0;0.22;0;0.19;0;0.03;0.07;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
