frame; face_id; timestamp; confidence; success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;emotion
95;0;5.128;0.98;1;0.12;0.05;1.13;0;0;0;0.03;0;0.31;0.4;0;0.13;0.17;0.12;0.29;0.52;0.1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
96;0;5.167;0.98;1;0.16;0.06;1.18;0;0;0;0.03;0;0.31;0.23;0;0.18;0.13;0.11;0.3;0.53;0.04;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
97;0;5.231;0.98;1;0.11;0.07;1.14;0.01;0;0;0.09;0;0.31;0.23;0;0.16;0.08;0.09;0.39;0.47;0.01;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
98;0;5.299;0.98;1;0.13;0.05;0.97;0.01;0;0;0.06;0;0.3;0.28;0;0.24;0;0.09;0.3;0.28;0.05;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
99;0;5.356;0.98;1;0.04;0.02;0.85;0.01;0;0;0.09;0;0.24;0.35;0;0.21;0.03;0.07;0.26;0.19;0.14;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
100;0;5.387;0.98;1;0.02;0;0.86;0.08;0;0;0.03;0;0.24;0.21;0;0.16;0.05;0.05;0.17;0.22;0.12;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
101;0;5.423;0.98;1;0;0;0.97;0.11;0;0;0.04;0;0.29;0.15;0;0.07;0.05;0.03;0.2;0.3;0.09;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
102;0;5.457;0.98;1;0.03;0;1.05;0.13;0;0;0.01;0;0.34;0.15;0;0.01;0.03;0.03;0.21;0.39;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
103;0;5.486;0.98;1;0.03;0;1.09;0.07;0;0;0.07;0;0.31;0.19;0;0.04;0.07;0.07;0.23;0.39;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
104;0;5.57;0.98;1;0.03;0;1.16;0.05;0;0;0.06;0;0.26;0.32;0;0.09;0.07;0.07;0.25;0.38;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
105;0;5.632;0.98;1;0.07;0;1.1;0.02;0;0;0.06;0;0.23;0.4;0.03;0.18;0.07;0.06;0.34;0.25;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
106;0;5.694;0.98;1;0.07;0;1.04;0;0;0;0;0;0.22;0.49;0.03;0.19;0;0.02;0.26;0.29;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
107;0;5.762;0.98;1;0.21;0;0.91;0;0;0;0.02;0;0.22;0.47;0.03;0.14;0;0.01;0.19;0.22;0.06;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
108;0;5.821;0.98;1;0.27;0;0.9;0;0;0;0.03;0;0.23;0.41;0;0.04;0;0;0.07;0.29;0.14;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
109;0;5.853;0.98;1;0.28;0;0.86;0;0;0;0.05;0;0.23;0.31;0;0.06;0.04;0;0.12;0.25;0.14;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
110;0;5.888;0.98;1;0.15;0;0.87;0;0;0;0.05;0;0.24;0.26;0;0.1;0.06;0;0.19;0.33;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
111;0;5.92;0.98;1;0.09;0;1.04;0;0;0;0.07;0;0.3;0.25;0.05;0.16;0.08;0;0.19;0.34;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
112;0;5.951;0.98;1;0.14;0;1.15;0;0;0;0.1;0;0.33;0.29;0.05;0.13;0.08;0;0.21;0.34;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
113;0;6.033;0.98;1;0.15;0.02;1.18;0;0;0;0.08;0;0.37;0.32;0.05;0.2;0.12;0;0.16;0.27;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
114;0;6.098;0.98;1;0.08;0.02;1;0;0;0;0.05;0;0.35;0.32;0;0.15;0.21;0;0.14;0.2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
115;0;6.16;0.98;1;0.02;0.02;0.86;0;0;0;0;0;0.35;0.4;0;0.12;0.17;0;0.04;0.08;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
116;0;6.224;0.98;1;0.08;0;0.83;0;0;0;0;0.04;0.3;0.39;0.03;0.12;0.17;0;0.07;0.08;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
117;0;6.288;0.98;1;0.09;0;0.85;0;0;0;0;0.04;0.29;0.39;0.03;0.14;0.15;0;0.14;0.09;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
118;0;6.357;0.98;1;0.14;0;0.82;0;0;0;0.03;0.04;0.3;0.31;0.03;0.18;0.18;0;0.14;0.09;0.09;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
119;0;6.419;0.98;1;0.1;0;0.82;0;0;0;0.05;0;0.33;0.28;0;0.11;0.12;0;0.13;0.01;0.1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
120;0;6.477;0.98;1;0.1;0;0.83;0;0;0;0.06;0;0.28;0.18;0.01;0.19;0.04;0;0.12;0;0.03;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
121;0;6.512;0.98;1;0.06;0;0.93;0;0;0;0.02;0;0.26;0.12;0.01;0.23;0;0;0.12;0.19;0.01;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
122;0;6.558;0.98;1;0.02;0;1.02;0;0;0;0.01;0;0.24;0.07;0.01;0.23;0;0;0.07;0.36;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
123;0;6.589;0.98;1;0.12;0;1.11;0;0;0;0.05;0;0.24;0.09;0;0.17;0;0;0.06;0.53;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
124;0;6.622;0.98;1;0.11;0;1.03;0;0;0;0.05;0.01;0.25;0.2;0.03;0.13;0;0;0.06;0.59;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
125;0;6.688;0.98;1;0.11;0;0.87;0.02;0;0;0.05;0.01;0.23;0.26;0.05;0.22;0.05;0.01;0.06;0.53;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
126;0;6.761;0.98;1;0.01;0;0.7;0.02;0;0;0;0.01;0.24;0.33;0.05;0.35;0.05;0.01;0;0.53;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
127;0;6.814;0.98;1;0.04;0;0.68;0.02;0;0;0;0;0.19;0.23;0.02;0.47;0.05;0.01;0;0.41;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
128;0;6.847;0.98;1;0.04;0;0.66;0;0;0;0;0;0.24;0.18;0;0.33;0;0;0;0.41;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
129;0;6.887;0.98;1;0.02;0;0.8;0;0;0;0;0;0.25;0.09;0;0.21;0;0;0;0.28;0.12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
130;0;6.957;0.98;1;0;0.04;0.94;0;0;0;0;0;0.27;0.05;0.04;0.16;0;0;0.02;0.2;0.29;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Neutral
131;0;6.99;0.98;1;0.1;0.04;1.26;0.13;0;0;0;0;0.28;0.02;0.05;0.16;0;0;0.11;0.15;0.61;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Neutral
132;0;7.023;0.98;1;0.1;0.04;1.1;0.13;0;0;0;0;0.23;0.1;0.06;0.22;0;0;0.11;0.23;0.5;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;Neutral
133;0;7.089;0.98;1;0.1;0;1;0.13;0;0;0;0;0.23;0.09;0.02;0.32;0;0;0.11;0.24;0.34;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Neutral
134;0;7.159;0.98;1;0;0.07;0.83;0;0;0;0;0;0.21;0.11;0.01;0.37;0.01;0;0.01;0.25;0.04;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
135;0;7.213;0.98;1;0;0.07;0.9;0;0;0;0;0;0.24;0.1;0.04;0.3;0.03;0;0.01;0.2;0.06;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
136;0;7.251;0.98;1;0.04;0.16;0.86;0;0;0;0;0;0.25;0.12;0.11;0.31;0.05;0;0.07;0.28;0.06;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
137;0;7.284;0.98;1;0.04;0.09;0.88;0;0;0;0;0;0.23;0.15;0.11;0.34;0.05;0;0.07;0.31;0.03;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
138;0;7.344;0.98;1;0.05;0.09;0.91;0;0;0;0;0;0.22;0.16;0.08;0.4;0.03;0;0.07;0.35;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
139;0;7.403;0.98;1;0.05;0;1.12;0;0;0;0;0;0.18;0.14;0;0.21;0;0;0;0.28;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
140;0;7.447;0.98;1;0.05;0;1.19;0;0;0;0;0;0.22;0.12;0;0.28;0;0.04;0.05;0.33;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
141;0;7.486;0.98;1;0.03;0;1.25;0;0;0;0;0;0.25;0.09;0;0.36;0;0.09;0.12;0.34;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
142;0;7.534;0.98;1;0;0;1.07;0;0;0;0;0;0.28;0.11;0;0.49;0.02;0.09;0.13;0.26;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
143;0;7.567;0.98;1;0;0;0.99;0;0;0;0;0;0.26;0.06;0.05;0.4;0.15;0.07;0.16;0.27;0.08;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
144;0;7.616;0.98;1;0;0;0.94;0;0;0;0;0;0.25;0.01;0.12;0.32;0.26;0.06;0.13;0.33;0.13;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
145;0;7.658;0.98;1;0;0;0.99;0;0;0;0;0;0.2;0;0.14;0.36;0.24;0.06;0.12;0.44;0.13;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
146;0;7.698;0.98;1;0.02;0;0.97;0;0;0;0;0;0.15;0.14;0.16;0.42;0.14;0.04;0.09;0.37;0.08;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
147;0;7.741;0.98;1;0.05;0;0.97;0;0;0;0;0;0.09;0.3;0.18;0.39;0.07;0;0.12;0.24;0.06;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
148;0;7.777;0.98;1;0.11;0;0.95;0;0;0;0;0;0.08;0.3;0.21;0.33;0.09;0;0.12;0.16;0.11;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
149;0;7.807;0.98;1;0.14;0;1.03;0;0;0;0;0;0.12;0.17;0.21;0.36;0.05;0;0.1;0.15;0.07;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
150;0;7.869;0.98;1;0.18;0;1.1;0;0;0;0;0;0.15;0.01;0.21;0.43;0.01;0;0.05;0.17;0.05;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
151;0;7.906;0.98;1;0.12;0;1.05;0;0;0;0;0;0.16;0.14;0.23;0.5;0.01;0;0.09;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
152;0;7.95;0.98;1;0.07;0;0.9;0;0;0;0;0;0.16;0.12;0.18;0.55;0.01;0.08;0.08;0.24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
153;0;8.016;0.98;1;0;0;0.71;0;0;0;0;0;0.18;0.12;0.13;0.57;0.01;0.12;0.08;0.24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
154;0;8.058;0.98;1;0;0;0.64;0;0;0;0;0;0.21;0;0.1;0.39;0;0.12;0.04;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
155;0;8.088;0.98;1;0;0;0.59;0;0;0;0;0;0.22;0.03;0.07;0.39;0;0.1;0.07;0.23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
156;0;8.144;0.98;1;0;0;0.49;0.07;0;0;0;0;0.25;0.03;0.04;0.32;0;0.07;0.06;0.16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
157;0;8.211;0.98;1;0;0;0.47;0.07;0;0;0;0;0.21;0.03;0;0.39;0;0.09;0.18;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
158;0;8.272;0.98;1;0;0;0.45;0.07;0;0;0;0;0.15;0;0.01;0.32;0;0.04;0.25;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
159;0;8.336;0.98;1;0;0;0.44;0;0;0;0;0;0.1;0;0.01;0.41;0;0.09;0.27;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
160;0;8.414;0.98;1;0;0;0.38;0;0;0;0;0;0.15;0;0.01;0.47;0;0.09;0.22;0.06;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
161;0;8.446;0.98;1;0;0;0.26;0;0;0;0;0;0.14;0.1;0.06;0.55;0;0.09;0.09;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
162;0;8.489;0.98;1;0;0;0.23;0;0;0;0;0;0.15;0.11;0.16;0.46;0;0.02;0.17;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
163;0;8.54;0.98;1;0;0;0.2;0;0;0;0;0;0.17;0.14;0.3;0.37;0;0;0.19;0.12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
164;0;8.574;0.98;1;0;0;0.27;0;0;0;0;0;0.16;0.1;0.29;0.15;0;0;0.32;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
165;0;8.606;0.98;1;0;0;0.33;0;0;0;0;0;0.09;0.18;0.29;0.06;0;0;0.37;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
166;0;8.642;0.98;1;0;0;0.36;0;0;0;0;0;0;0.28;0.33;0;0;0;0.29;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
167;0;8.672;0.98;1;0;0;0.23;0;0;0;0.06;0;0;0.38;0.26;0;0;0;0.42;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
168;0;8.735;0.98;1;0;0;0.19;0;0;0;0.11;0;0;0.56;0.23;0.11;0;0;0.29;0;0.07;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
169;0;8.795;0.98;1;0;0;0.17;0;0;0;0.16;0;0;0.66;0.07;0.2;0;0;0.27;0;0.07;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
170;0;8.844;0.98;1;0;0;0.27;0;0;0;0.12;0;0;0.7;0.11;0.2;0;0;0.21;0;0.07;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
171;0;8.878;0.98;1;0;0;0.25;0;0;0;0.08;0;0;0.77;0.06;0.19;0;0;0.27;0;0.03;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
172;0;8.941;0.98;1;0;0;0.19;0;0;0;0.03;0;0;0.85;0.05;0.22;0;0;0.32;0;0.07;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
173;0;8.975;0.98;1;0;0;0.11;0;0;0;0;0;0;0.79;0.04;0.32;0;0;0.38;0;0.07;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
174;0;9.021;0.98;1;0;0;0.05;0;0;0;0.03;0;0;0.75;0.11;0.31;0;0;0.47;0.09;0.04;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
175;0;9.069;0.98;1;0;0;0.02;0.01;0;0;0.07;0;0;0.72;0.12;0.3;0;0;0.57;0.21;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
176;0;9.111;0.98;1;0;0;0.06;0.02;0;0;0.12;0;0;0.77;0.11;0.36;0;0;0.44;0.21;0.06;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
177;0;9.146;0.98;1;0;0;0.15;0.02;0;0;0.1;0;0;0.69;0.18;0.44;0;0;0.48;0.11;0.21;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
178;0;9.199;0.98;1;0;0;0.24;0.01;0;0;0.08;0;0;0.65;0.29;0.49;0;0;0.55;0;0.39;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
179;0;9.228;0.98;1;0;0;0.3;0;0;0;0.06;0;0;0.71;0.38;0.46;0;0;0.5;0;0.41;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
180;0;9.262;0.98;1;0;0;0.31;0;0;0;0.12;0;0;0.74;0.32;0.41;0;0;0.38;0;0.35;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
181;0;9.293;0.98;1;0;0;0.28;0;0;0;0.11;0;0;0.73;0.28;0.43;0;0;0.39;0;0.17;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
182;0;9.343;0.98;1;0;0;0.2;0;0;0;0.11;0;0;0.71;0.27;0.48;0;0;0.52;0;0.09;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
183;0;9.372;0.98;1;0;0;0.12;0;0;0;0.06;0;0;0.74;0.21;0.43;0;0;0.55;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
184;0;9.407;0.98;1;0;0;0.11;0;0;0;0.04;0;0;0.74;0.16;0.29;0;0;0.46;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Neutral
185;0;9.442;0.98;1;0;0;0.14;0;0;0;0.06;0;0;0.77;0.21;0.18;0;0;0.42;0.02;0.05;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Neutral
186;0;9.471;0.98;1;0;0;0.3;0.06;0;0;0.09;0;0;0.78;0.19;0.23;0;0;0.46;0.02;0.05;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Neutral
187;0;9.536;0.98;1;0;0;0.26;0.06;0;0;0.08;0;0;0.77;0.14;0.34;0;0;0.4;0.02;0.11;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
188;0;9.608;0.98;1;0;0;0.36;0.06;0;0;0.04;0;0;0.71;0;0.35;0;0;0.33;0;0.17;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
189;0;9.661;0.98;1;0;0;0.36;0;0;0;0.01;0;0;0.63;0;0.28;0;0;0.29;0;0.3;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
190;0;9.706;0.98;1;0;0;0.42;0;0;0;0.03;0;0;0.66;0.04;0.3;0;0;0.36;0;0.44;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
191;0;9.741;0.98;1;0;0;0.31;0;0;0;0.02;0;0.02;0.76;0.12;0.38;0;0;0.41;0;0.32;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Neutral
192;0;9.808;0.98;1;0;0;0.16;0;0;0;0.02;0;0.06;0.85;0.2;0.44;0;0;0.44;0;0.19;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
193;0;9.858;0.98;1;0;0;0.17;0;0;0;0.05;0;0.06;0.88;0.19;0.33;0;0;0.44;0.03;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
194;0;9.892;0.98;1;0;0;0.12;0;0;0;0.09;0;0.03;0.84;0.23;0.32;0;0;0.39;0.03;0.04;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
195;0;9.938;0.98;1;0;0;0.14;0;0;0;0.09;0;0;0.79;0.15;0.3;0;0;0.37;0.03;0.04;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
196;0;9.999;0.98;1;0;0;0.1;0;0;0;0.05;0;0;0.7;0.13;0.32;0;0;0.41;0.01;0.06;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
197;0;10.052;0.98;1;0;0;0.13;0;0;0;0.02;0;0;0.74;0.07;0.3;0;0;0.45;0;0.07;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Neutral
198;0;10.087;0.98;1;0;0;0.12;0;0;0;0.06;0;0;0.72;0.07;0.27;0;0;0.33;0;0.14;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Neutral
199;0;10.125;0.98;1;0;0;0.16;0;0;0;0.08;0;0;0.69;0.06;0.24;0;0;0.16;0.01;0.18;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Neutral
200;0;10.167;0.98;1;0;0;0.16;0;0;0;0.15;0;0;0.67;0;0.23;0;0;0.13;0.01;0.18;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Neutral
1;0;0.35;0.98;1;0.94;0.55;1.69;0;0;0.54;0.03;0.88;0;0;0;0;0;0.2;0;0;0.51;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
2;0;0.46;0.93;1;0.76;0.64;1.71;0;0;0.52;0.01;0.99;0;0;0;0.07;0;0.07;0.07;0.35;0.19;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
3;0;0.52;0.93;1;0.68;0.67;1.72;0;0;0.34;0.01;1.08;0;0;0;0.21;0;0;0.1;0.58;0.05;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
4;0;0.557;0.93;1;0.54;0.57;1.72;0;0;0.31;0.01;1.11;0;0;0;0.21;0;0;0.16;0.48;0.02;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
5;0;0.593;0.93;1;0.46;0.47;1.63;0;0;0.19;0.01;1.08;0;0;0;0.14;0;0;0.24;0.33;0.06;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
6;0;0.648;0.93;1;0.39;0.41;1.59;0;0;0.2;0;1.08;0;0;0;0.03;0;0;0.34;0.17;0.09;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
7;0;0.678;0.98;1;0.56;0.47;1.57;0;0;0.21;0;1.16;0;0;0;0.03;0;0;0.36;0.28;0.09;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
8;0;0.712;0.93;1;0.55;0.47;1.63;0;0;0.34;0;1.14;0;0;0;0.03;0;0;0.4;0.38;0.06;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
9;0;0.746;0.93;1;0.66;0.62;1.71;0;0;0.51;0;1.09;0;0;0;0;0;0;0.27;0.36;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
10;0;0.786;0.93;1;0.73;0.69;1.73;0;0;0.36;0;1.06;0;0;0;0;0;0;0.29;0.35;0.01;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
11;0;0.84;0.93;1;0.84;0.74;1.72;0;0;0.21;0;1.05;0;0;0;0;0;0;0.28;0.35;0.01;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
12;0;0.909;0.93;1;0.75;0.61;1.66;0;0;0.32;0;1.05;0;0;0.03;0.02;0;0;0.36;0.37;0.01;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
13;0;0.939;0.93;1;0.71;0.49;1.63;0;0;0.6;0;1.01;0;0;0.03;0.11;0;0;0.34;0.38;0.11;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
14;0;0.985;0.93;1;0.64;0.41;1.58;0;0;0.82;0;0.98;0;0;0.03;0.18;0;0;0.31;0.38;0.26;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
15;0;1.023;0.93;1;0.69;0.35;1.58;0;0;0.79;0;0.94;0;0;0;0.17;0;0;0.31;0.44;0.26;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
16;0;1.059;0.98;1;0.52;0.24;1.52;0;0;0.69;0;0.94;0;0;0;0.07;0;0;0.26;0.53;0.15;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
17;0;1.111;0.93;1;0.39;0.12;1.49;0;0;0.56;0;0.94;0;0;0;0;0;0;0.22;0.62;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
18;0;1.146;0.93;1;0.16;0.03;1.48;0;0;0.44;0;0.97;0;0;0;0;0;0;0.18;0.6;0.11;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
19;0;1.186;0.93;1;0.24;0.14;1.58;0;0;0.66;0;0.93;0;0;0;0;0;0;0.17;0.54;0.25;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
20;0;1.241;0.93;1;0.27;0.19;1.64;0;0;0.89;0;0.89;0;0;0;0.01;0;0;0.22;0.49;0.28;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
21;0;1.289;0.93;1;0.34;0.16;1.6;0;0;1.09;0;0.93;0;0;0;0.01;0;0;0.23;0.62;0.39;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
22;0;1.339;0.93;1;0.34;0.06;1.59;0.04;0;0.86;0;0.94;0;0;0;0.01;0;0;0.24;0.57;0.27;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
23;0;1.386;0.93;1;0.37;0.01;1.56;0.04;0;0.57;0;0.97;0;0;0;0;0;0;0.14;0.54;0.43;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Fear
